area_name,year,analysis
Sector 9,2019,"In 2019, around 26% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2018 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 9 by 2019 — most natural land had been replaced by construction. | In 2019, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 9,2020,"In 2020, around 27% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2019 and 2020 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 9 in 2020 — still some trees and open patches, not fully built over. | In 2020, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 9,2021,"In 2021, around 27% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2020 to 2021 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 9 in 2021 — still some trees and open patches, not fully built over. | In 2021, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 9,2022,"In 2022, around 27% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 9 in 2022 — still some trees and open patches, not fully built over. | In 2022, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 9,2023,"In 2023, around 27% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2022 to 2023 — just 0.6% more land got covered. | There was a decent amount of greenery in Sector 9 in 2023 — still some trees and open patches, not fully built over. | In 2023, Sector 9 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 9,2024,"In 2024, around 27% of Sector 9 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2023 (by about 0.3%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 9 in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 9 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Shiholi-Village,2016,"In 2016, around 24% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Shiholi-Village by 2016 — most natural land had been replaced by construction. | In 2016, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Shiholi-Village,2017,"In 2017, around 27% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.5% more land was built on. | There was a decent amount of greenery in Shiholi-Village in 2017 — still some trees and open patches, not fully built over. | In 2017, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Shiholi-Village,2018,"In 2018, around 28% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2017 and 2018 — roughly 1.7% more land was built on. | There was a decent amount of greenery in Shiholi-Village in 2018 — still some trees and open patches, not fully built over. | In 2018, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Shiholi-Village,2019,"In 2019, around 29% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2018 to 2019 — just 0.5% more land got covered. | There was a decent amount of greenery in Shiholi-Village in 2019 — still some trees and open patches, not fully built over. | In 2019, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Shiholi-Village,2020,"In 2020, around 28% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2019 to 2020 — the area stayed almost exactly the same. | There was a decent amount of greenery in Shiholi-Village in 2020 — still some trees and open patches, not fully built over. | In 2020, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Shiholi-Village,2021,"In 2021, around 30% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Shiholi-Village in 2021 — still some trees and open patches, not fully built over. | In 2021, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Shiholi-Village,2022,"In 2022, around 32% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.9% more land was built on. | There was a decent amount of greenery in Shiholi-Village in 2022 — still some trees and open patches, not fully built over. | In 2022, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Shiholi-Village,2023,"In 2023, around 34% of Shiholi-Village was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2022 and 2023 — roughly 1.6% more land was built on. | There was a decent amount of greenery in Shiholi-Village in 2023 — still some trees and open patches, not fully built over. | In 2023, Shiholi-Village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
